,realValues,predictValues,MRE,BRE,IBRE
100,0.010227203135525753,0.08599983805693526,7.408930273243687,7.408930273243687,0.8810788093722346
103,0.017718986669932837,0.07094240244798951,3.003750539999611,3.003750539999611,0.750234189166017
45,0.005164635515544941,0.08891418043286026,16.215964256381522,16.215964256381522,0.9419143775447067
57,0.04064343601363627,0.08126403169605717,0.9994380314890772,0.9994380314890772,0.4998594683850981
156,0.27519546002000533,0.06462799396681872,0.7651560314181033,3.2581464026455174,0.7651560314181033
276,0.016412517606711988,0.14040089574086828,7.554500845345664,7.554500845345664,0.883102472244879
16,0.03964317063710781,0.09644289823733312,1.4327745911185568,1.4327745911185568,0.5889467097976333
192,0.08671688407128422,0.09474286518471023,0.09255384576351218,0.09255384576351218,0.08471330371715688
127,0.02761957253965338,0.0580707236209875,1.1025207228538911,1.1025207228538911,0.5243804310082454
264,0.03649947945373262,0.1119860575755997,2.068154923073771,2.068154923073771,0.6740712170433136
68,0.09339212444117828,0.06389940837283747,0.3157944660196308,0.4615491257173775,0.3157944660196308
288,0.18513074897421763,0.2562460051838864,0.3841353022321143,0.3841353022321143,0.277527277580914
160,0.4298283217996612,0.11842189698910072,0.7244902418405644,2.629635504312362,0.7244902418405644
48,0.009778104395043584,0.055520674042053145,4.678061084129555,4.678061084129555,0.8238835431349891
121,0.32931185824810666,0.14622958049271828,0.5559540999506081,1.2520194418837522,0.5559540999506081
239,0.04399126298813971,0.11745044953045905,1.669858548096797,1.669858548096797,0.6254483217049652
43,0.502521077020434,0.11562898554550594,0.7699022173734533,3.345978429627113,0.7699022173734533
204,0.16390062669687874,0.14890106100398284,0.091516219279847,0.10073511626955223,0.091516219279847
242,0.054504256231245024,0.1263149075905642,1.3175237371307,1.3175237371307,0.5685049589877821
178,0.0461959295323249,0.09474286518471023,1.0508920622197966,1.0508920622197966,0.5124072990376474
61,0.06418029273072448,0.10045011900422998,0.5651240393321291,0.5651240393321291,0.3610730045225548
12,0.0365607201910711,0.08891418043286026,1.4319592165631074,1.4319592165631074,0.5888088940022523
108,0.03909200400106151,0.09522858891403105,1.4360119504603854,1.4360119504603854,0.5894929826551103
18,0.05082981199093638,0.06657088888410204,0.30968198143193015,0.30968198143193015,0.23645586166906096
212,0.30814297670810625,0.26086038061243433,0.1534436922781504,0.18125633331004243,0.1534436922781504
15,0.03888786820993325,0.05090629861350525,0.3090534646613026,0.3090534646613026,0.236089260679101
254,0.12968746810378262,0.24920301110873436,0.9215658594653819,0.9215658594653819,0.4795910870948654
261,0.014187437483413968,0.10372875417714558,6.311310044425655,6.311310044425655,0.8632256060919714
354,0.15544940494416884,0.10117870459821124,0.3491213129149606,0.5363846133578297,0.3491213129149606
342,0.14730438687815134,0.17622302077827953,0.1963188911953409,0.1963188911953409,0.16410247521811053
59,0.053830608120521775,0.06329225371118644,0.1757670203071254,0.1757670203071254,0.14949136799330603
198,0.10790617919039745,0.3505978396044578,2.249098821169802,2.249098821169802,0.6922223499376479
134,0.052932410639557434,0.07191384990663117,0.3585976727250834,0.3585976727250834,0.2639469210968145
110,0.0544838426521322,0.10154299739520185,0.8637267940797126,0.8637267940797126,0.46344066996483313
247,0.07555065629656849,0.1087074224026841,0.4388680089814336,0.4388680089814336,0.3050092199159433
196,0.10519117316839162,0.13760798429727353,0.30817044959645606,0.30817044959645606,0.23557362092342046
81,0.5192193847347256,0.332018906957936,0.36054215863383493,0.5638247517045959,0.36054215863383493
223,0.017269887929450674,0.07324959016226346,3.2414629707787226,3.2414629707787226,0.764232292751479
154,0.27237838610243537,0.08721414738023733,0.6798051834133488,2.123098651815246,0.6798051834133488
245,0.06905913813868986,0.07834968932013217,0.13453036675297506,0.13453036675297506,0.11857802196868547
300,0.04803315165247923,0.303968361589658,5.328303497319411,5.328303497319411,0.8419797659161595
234,0.02774205401433033,0.08017115330508529,1.8898780625137699,1.8898780625137699,0.6539646385182956
106,0.0371118868271174,0.0691209384630364,0.8625013270015203,0.8625013270015203,0.4630876308636403
318,0.19697062485965663,0.21362374793598352,0.08454622656648617,0.08454622656648617,0.0779553923064645
163,0.7124339110376222,0.3531478891833921,0.5043078611052484,1.0173811959772197,0.5043078611052484
52,0.01514687570171678,0.06499228676380933,3.2908047866559675,3.2908047866559675,0.7669434873593146
20,0.055402453712209365,0.09024992068849252,0.6289877909974882,0.6289877909974882,0.386121857065814
282,0.08010288443872865,0.09535001984636127,0.19034439913702828,0.19034439913702828,0.159906997735297
299,0.0436646457223345,0.19273762757518778,3.414043086501039,3.414043086501039,0.7734503310449812
353,0.12968746810378262,0.059527894808949995,0.5409896138822551,1.1785999407505365,0.5409896138822551
74,0.10572192622532509,0.11368609062822263,0.07533124572402819,0.07533124572402819,0.07005399129205729
69,0.09355543307408089,0.13554365844766,0.44880584690716124,0.44880584690716124,0.3097763912709558
314,0.14397697348276073,0.19164474918421592,0.3310791618158494,0.3310791618158494,0.2487298812222358
334,0.01616755465735808,0.07810682745547176,3.8310847936378716,3.8310847936378716,0.7930071520754686
273,0.0053687713066731995,0.05151345327515629,8.595017245589661,8.595017245589661,0.8957792389107326
219,0.012901381999305938,0.08017115330508529,5.214152352778818,5.214152352778818,0.839077006286654
215,0.6032825035213424,0.1638370656805984,0.7284239726425245,2.6822101336790674,0.7284239726425245
235,0.031089880988833772,0.06499228676380933,1.0904643149696176,1.0904643149696176,0.5216373736499139
27,0.07330516259415763,0.06547801049313018,0.10677490948845221,0.11953863659080881,0.10677490948845221
333,0.014391573274542225,0.12437201267328091,7.642002531668102,7.642002531668102,0.8842860787953302
216,0.005082981199093637,0.05029914395185421,8.895599055299126,8.895599055299126,0.8989449760027922
220,0.014187437483413968,0.07337102109459367,4.171548504116346,4.171548504116346,0.8066343186757235
324,0.2956090391328312,0.10773597494404244,0.6355457354751878,1.74382850562562,0.6355457354751878
77,0.1582664788617388,0.16395849661292858,0.03596477151780386,0.03596477151780386,0.03471621092395976
3,0.014534468328332007,0.05600639777137397,2.853350291609967,2.853350291609967,0.7404855711723549
214,0.5880743870822872,0.19601626274810338,0.6666811766439413,2.000130595480284,0.6666811766439413
179,0.04680833690570968,0.08102116983139675,0.7309132344224302,0.7309132344224302,0.42227029055348386
0,0.007103925531263397,0.047020508778938604,5.618947309062831,5.618947309062831,0.8489185737087264
349,0.038847041051707595,0.07968542957576447,1.0512612394261556,1.0512612394261556,0.5124950538821901
124,0.005940351521832323,0.05612782870370418,8.448570256729749,8.448570256729749,0.8941638816425427
33,0.20480943923898176,0.10372875417714558,0.4935352854703647,0.9744712145025178,0.4935352854703647
166,0.012431869679710944,0.059163602011959374,3.7590268830211064,3.7590268830211064,0.7898730087935153
71,0.09733194520995367,0.15509403855282342,0.5934546280593876,0.5934546280593876,0.37243271167509495
