,realValues,predictValues,MRE,BRE,IBRE
100,0.010227203135525753,0.08539076087883121,7.349375655032544,7.349375655032544,0.8802305655756123
103,0.017718986669932837,0.07096422712620389,3.004982251418606,3.004982251418606,0.7503110033394556
45,0.005164635515544941,0.08815703738015412,16.069362806883834,16.069362806883834,0.9414155050007658
57,0.04064343601363627,0.07342651080582732,0.8066019512029448,0.8066019512029448,0.4464746374628127
156,0.27519546002000533,0.10426742395054292,0.6211150287764079,1.6393234779689059,0.6211150287764079
276,0.016412517606711988,0.1352229997035004,7.239016276710664,7.239016276710664,0.8786262866324571
16,0.03964317063710781,0.12033022945607172,2.0353331361300637,2.0353331361300637,0.6705468707546999
192,0.08671688407128422,0.0968580701658937,0.11694592354440554,0.11694592354440554,0.10470150889069091
127,0.02761957253965338,0.09164125831540568,2.3179824989628806,2.3179824989628806,0.6986120329710673
264,0.03649947945373262,0.08102170846265336,1.219804492427293,1.219804492427293,0.5495098764727121
68,0.09339212444117828,0.054557437292688735,0.41582400422799065,0.7118128906999412,0.41582400422799065
288,0.18513074897421763,0.22068730263838113,0.19206184743040877,0.19206184743040877,0.16111735128878968
160,0.4298283217996612,0.19328186210333292,0.5503277650619316,1.2238419949093056,0.5503277650619316
48,0.009778104395043584,0.035499464562573635,2.630505783980782,2.630505783980782,0.7245562851290878
121,0.32931185824810666,0.2013644304163882,0.3885296706665256,0.6354023278448155,0.3885296706665256
239,0.04399126298813971,0.08417311511819817,0.913405285519802,0.913405285519802,0.4773715701698103
43,0.502521077020434,0.15727345483295477,0.6870311275987345,2.1952059395794286,0.6870311275987345
204,0.16390062669687874,0.06354288897763136,0.6123084440967458,1.5793700811207334,0.6123084440967458
242,0.054504256231245024,0.1012418205138467,0.857503019292812,0.857503019292812,0.4616428670028651
178,0.0461959295323249,0.0968580701658937,1.096679753962278,1.096679753962278,0.5230554412946407
61,0.06418029273072448,0.11036973618271043,0.7196826547017924,0.7196826547017924,0.41849736213487104
12,0.0365607201910711,0.10583352076387709,1.8947329322501658,1.8947329322501658,0.6545449879472408
108,0.03909200400106151,0.10316091992087625,1.6389263624877097,1.6389263624877097,0.6210580127528446
18,0.05082981199093638,0.07737791408331947,0.5222939265861728,0.5222939265861728,0.343096636900763
212,0.30814297670810625,0.27912297630349336,0.09417706259163773,0.10396851161782947,0.09417706259163773
15,0.03888786820993325,0.044290868425274084,0.1389379378209456,0.1389379378209456,0.12198903312217903
254,0.12968746810378262,0.20026756061239329,0.544232172472739,0.544232172472739,0.3524289819718457
261,0.014187437483413968,0.06512209247766573,3.5901236607243328,3.5901236607243328,0.7821409456663315
354,0.15544940494416884,0.09277105467279956,0.40320739917840676,0.6756239916904443,0.40320739917840676
342,0.14730438687815134,0.257140101799891,0.7456377725708511,0.7456377725708511,0.4271434682996856
59,0.053830608120521775,0.053388347882027884,0.008215776375843855,0.008283834507693565,0.008215776375843855
198,0.10790617919039745,0.4519143911991679,3.188030700278781,3.188030700278781,0.7612242909457578
134,0.052932410639557434,0.11829649687847318,1.2348594263732224,1.2348594263732224,0.55254456356442
110,0.0544838426521322,0.11531944979174916,1.116580699493599,1.116580699493599,0.5275398664273683
247,0.07555065629656849,0.06733822760468186,0.10870095766804919,0.12195789797288391,0.10870095766804919
196,0.10519117316839162,0.17939578255855018,0.7054261983690466,0.7054261983690466,0.4136363092367575
81,0.5192193847347256,0.41866248078955026,0.19366939467514466,0.24018608917507098,0.19366939467514466
223,0.017269887929450674,-0.0009365939779121535,1.0542327768274027,-19.43903370801993,1.0542327768274027
154,0.27237838610243537,0.13319066639536487,0.5110086806033323,1.0450260778326907,0.5110086806033323
245,0.06905913813868986,0.02345064070340093,0.6604266816028669,1.9448721257613466,0.6604266816028669
300,0.04803315165247923,0.3539244393329897,6.368336808161992,6.368336808161992,0.864284162622386
234,0.02774205401433033,0.0123910253036216,0.5533486706780637,1.2388828474284523,0.5533486706780637
106,0.0371118868271174,0.06745695889422132,0.8176644913923101,0.8176644913923101,0.4498434641070578
318,0.19697062485965663,0.1799639350266543,0.08634124933664472,0.09450054440342993,0.08634124933664472
163,0.7124339110376222,0.5076538716456093,0.2874372432577805,0.40338516227247234,0.2874372432577805
52,0.01514687570171678,0.05666179823187828,2.7408241374461206,2.7408241374461206,0.7326792270211598
